nDictator,ch,RT,splitL,splitR
14,1,1.732961,0.07351,0.601956
14,-1,2.141396,0.582392,0.429158
14,-1,1.324772,0.571666,0.963985
14,1,1.707997,1,0.195921
14,1,1.649634,0.883827,0.734179
14,-1,1.357925,0.394156,1
14,-1,1.216884,0.275085,0.015249
14,-1,3.024921,0.382787,0.765841
14,-1,0.850238,0.272859,0.081222
14,-1,2.033662,0.993676,0.006419
14,1,1.083045,0.37483,0.494659
14,1,1.033053,0.686787,0.511918
14,1,1.366876,0.170649,0.530242
14,-1,0.841346,0.452894,0
14,1,1.257904,0.776691,0.638575
14,1,0.941349,0.204816,0.285886
14,1,1.074656,1,0.806352
14,-1,5.100313,0.67249,0.42499
14,-1,2.983229,0.329952,0.80315
14,1,1.407931,0.163887,0.777483
14,-1,1.69965,0.603501,0.11654
14,-1,1.51628,0.888903,0.172454
14,1,2.033641,0.035974,0.114454
14,1,0.966785,0,0.31331
14,1,1.899656,0.011629,0.724052
14,1,1.749655,0.831045,0.723417
14,1,0.916819,0.010434,0.385094
14,-1,1.216903,0.235848,0.078289
14,1,0.866847,0.066894,0.319946
14,-1,1.266191,0.514345,0.58682
14,1,2.141406,0.19794,0.695828
14,1,1.108022,0.285555,0.48506
14,1,1.524553,0.879977,0.687038
14,1,1.449617,0.886825,0.312293
14,-1,1.607969,0.414234,0.983191
14,-1,1.491413,0.700551,0.210777
14,-1,0.900627,0.499342,0.404927
14,-1,0.766287,0.5277,0.970041
14,1,1.058055,0.292751,0.560898
14,-1,0.974695,0.809256,0.008473
14,1,0.71632,0,0.526892
14,1,0.991349,0.105695,0.292508
14,1,1.449799,0.308806,0.715014
14,-1,0.899659,0.624227,0.202621
14,-1,1.074713,0.829432,0.197206
14,1,2.267061,0.689549,0.415126
14,1,1.158088,0.789062,0.699159
14,1,0.883005,1,0.261214
14,-1,1.624636,0.39353,0.783384
14,1,0.700074,1,0.724327
14,1,1.332905,0.996683,0.272467
14,-1,1.732978,0.772919,0.098926
14,-1,1.024721,0.506642,0.584222
14,1,2.282834,0.863501,0.274573
14,-1,1.66688,0.437208,0.702247
14,-1,0.924691,0.51064,0.728264
14,-1,2.341431,0.619018,0.822532
14,-1,1.374811,0.38304,0.913148
14,1,1.566275,0.911739,0.1916
14,-1,0.674498,0.507187,0.090877
14,-1,2.383672,0.891329,0.099913
14,1,0.933504,0,0.2272
14,-1,1.141426,0.39355,0.000937
14,1,1.491438,0.929701,0.805619
14,-1,2.00804,0.097893,0.977062
14,-1,0.899678,1,0
14,1,1.083008,0.280129,0.58852
14,1,0.73399,0.004907,0.616595
14,-1,1.416459,0.487798,0.708796
14,1,1.249552,0.911918,0.517371
14,-1,0.916358,1,0.128245
14,-1,1.34974,0.896168,0
14,1,1.332925,0.703693,0.592931
14,1,0.732943,0.383027,0.49881
14,1,0.850131,0.087021,0.375019
14,-1,1.699651,0.373516,0.81156
14,-1,1.657904,0.608231,0
14,-1,0.71676,0.431464,0.094208
14,-1,1.083019,0.819769,0.20546
14,-1,1.700096,0.820526,0.916285
14,1,1.533107,0.892726,0.296403
14,1,2.083073,0.288362,0.722026
14,-1,0.983041,0.862375,0.024828
14,1,0.899677,0.035307,0.536138
14,1,1.16621,0.898824,0.570172
14,-1,1.041391,0.923278,0.019203
14,-1,0.966303,0.906458,1
14,1,0.607955,0,0.957028
14,1,1.000147,0.021386,0.320237
14,1,0.966282,0.926307,0.593663
14,1,1.274726,0.20291,0.289083
14,-1,0.916833,0.078645,0
14,-1,1.041221,0.67519,1
14,-1,0.916837,0.2,0.070647
14,-1,0.883462,0.194234,0.996015
14,-1,0.95802,0.77102,0.91354
14,-1,1.750271,0.319585,0.800215
14,1,1.608158,0.812584,0.295508
14,-1,0.607962,0.40689,0
14,-1,1.549605,0.607901,0.809365
14,-1,0.532954,0.7083,0.00041
14,1,0.899651,0.119472,0.796276
14,-1,0.532921,0.697216,0.099138
15,-1,1.633627,0.511848,0.010146
15,-1,1.750309,0.39583,0.187077
15,-1,1.299547,0.638318,0.870679
15,1,1.099734,0.1839,0.31692
15,1,2.008014,0.505399,1
15,-1,2.73359,0.897063,0.504979
15,-1,1.667432,0.696436,0.47443
15,-1,0.916391,0.698019,0.080357
15,1,1.107886,0.115361,0.444814
15,1,0.916382,0.190676,0.408217
15,1,2.016347,0.425089,0.729113
15,1,0.683457,0.01805,0.68867
15,1,0.649615,0.011986,0.698764
15,-1,1.133028,0.665159,0.188786
15,1,0.949725,0.138742,0.718627
15,1,1.841324,0.38683,0.98937
15,-1,1.091672,0.492668,0.334138
15,1,1.882863,0.325042,0.597035
15,-1,1.083578,0.106022,0.012371
15,1,1.607976,0.294122,0.910457
15,-1,1.733565,0.895179,0.228454
15,1,1.207964,0.370547,0.574099
15,1,0.916173,0.974553,0.796589
15,1,3.108295,0.893123,0.799493
15,-1,1.000594,0.997684,0.073206
15,1,1.291361,0.381912,0.677939
15,-1,1.65814,0.787526,0.881354
15,1,1.350061,0.970732,0.719113
15,1,1.633607,0.185285,0.514039
15,-1,1.466252,0.60124,0.312597
15,-1,1.266843,1,0.102784
15,-1,1.432945,0.709477,1
15,-1,1.499784,0.722939,0.797756
15,-1,2.400384,0.776152,0.091544
15,1,1.266899,0.20606,0.593692
15,-1,3.224941,0.493899,0.894661
15,-1,0.782972,0.767008,0.619784
15,-1,0.899672,0.869175,0.320438
15,-1,0.699604,0.512605,0.145879
15,1,0.883483,0,0.123747
15,1,0.63339,0.233673,0.882617
15,-1,0.766863,0.17811,0.021139
15,-1,0.632896,0.493035,0.177634
15,-1,0.716779,0.421224,0.034646
15,1,0.850197,0.265435,0.519841
15,-1,2.133054,0.899431,1
15,1,0.900162,0.007821,0.274886
15,1,1.416451,0.218117,0.998796
15,-1,1.933033,0.788165,0.4061
15,1,0.582995,0.200742,0.695202
15,-1,0.566297,0.359635,0.118686
15,-1,0.632981,0.778819,0.306446
15,1,0.532949,0.199421,0.880231
15,1,1.349559,0.999814,0.406969
15,1,0.541282,0.009963,0.99417
15,1,1.366447,0.511662,0.981717
15,-1,1.200211,1,0.196457
15,-1,1.041202,0.802563,1
15,1,0.982836,0.010934,0.994849
15,-1,1.566291,0.284628,0.219708
15,-1,0.949718,0.913153,0.12561
15,-1,0.899689,0.703591,0.268418
15,1,0.841349,0,0.589465
15,1,0.757993,0,0.79589
15,-1,1.058051,0.924442,0.984915
15,-1,1.307859,0.864822,0.989885
15,-1,0.766761,0.838749,0.018404
15,-1,1.916331,1,0.317288
15,-1,0.79132,0.883272,0.010845
15,-1,2.016383,0.529021,0.835818
15,1,0.749674,0.186291,0.842199
15,-1,0.532982,0.805696,0
15,-1,1.458097,0.69461,0.95746
15,-1,0.700141,0.387385,0
15,-1,1.016354,0.608681,0.491795
15,1,0.683242,0.087257,0.292703
15,1,1.158074,0.792487,0.892589
15,-1,0.55797,0.583464,0.022683
15,1,0.716301,0.303416,0.908616
15,-1,1.391239,0.895595,0
15,-1,0.441267,0.597934,0.094457
15,-1,0.466289,0.628581,0.179911
15,1,0.733464,0.108427,0.453167
15,1,0.832978,0.380894,0.784923
15,1,0.991383,0.363508,0.488804
15,1,0.541254,0.269329,0.697092
15,-1,2.116402,0.99274,0.433053
15,-1,1.058067,0.573313,0.454915
15,-1,0.450077,0.857432,0.09607
15,1,0.650056,0,0.267541
15,-1,0.816351,0.3733,0.256193
15,-1,0.449559,0.896423,0
15,1,0.849656,0.689785,0.809692
15,-1,0.483409,0.187093,0
15,1,0.591264,0.884389,0.711465
15,-1,0.516741,0.492046,0
15,1,1.399585,0.521287,0.605414
15,-1,0.533442,0.238668,0.102459
15,-1,0.957944,0.483096,0.404287
15,1,0.566302,0.214033,0.817102
15,1,0.599573,0.073775,0.889698
15,1,0.999688,0.373869,0.607553
15,1,0.767244,0.300871,0.522498
15,1,0.432905,0.283491,0.787367
15,-1,0.54125,0.695411,0.297029
15,1,0.574447,0.521567,0.71613
15,-1,0.616334,0.37129,0.232548
15,1,0.449569,0.192541,0.979742
15,-1,0.424582,0.887007,0.392293
15,-1,0.616756,0.619768,0.104972
15,-1,0.79966,1,0.302583
15,-1,0.524583,0.489698,0.109384
15,-1,0.65797,0.40903,0.300241
15,1,0.700139,0.079963,0.28381
15,-1,0.616312,1,0
15,1,0.616743,0,0.139043
15,1,0.916363,0.33717,0.794615
15,1,0.98305,0.32317,0.968373
15,1,1.391247,0.865918,0.543474
15,-1,1.232902,0.700142,0.58328
15,-1,0.782947,0.60849,0.333335
15,-1,0.774653,0.808716,0.196951
15,1,0.549624,0.699283,0.915039
15,-1,0.79968,0.709765,0.925908
15,1,1.008047,0.785967,0.486911
15,1,1.558136,0.74564,0.582551
15,1,0.817324,0.09135,0.186639
15,1,1.241418,0.510173,0.701221
15,1,1.274559,1,0.781397
15,1,0.874478,0.841306,0.723766
15,1,1.233112,1,0.638473
15,1,0.617228,0.002686,0.202413
15,1,0.566304,0.130713,0.433234
15,-1,1.258065,0.480729,0.416008
15,1,0.682977,0.617444,0.675109
15,1,0.524618,0.017686,0.680664
15,1,0.774674,0.39413,0.807846
15,1,1.582943,0.790114,0.59536
15,1,1.27472,0.211954,0.264286
15,1,1.68294,0.498096,1
15,1,0.61631,0.204058,0.588629
15,-1,0.816772,0.698619,0.080672
15,-1,0.466719,0.286038,0.008644
15,1,0.566806,0.108168,0.971199
15,-1,0.650057,0.203858,0.092582
15,-1,1.058021,0.922652,0.397411
15,-1,0.599628,0.584096,0.386652
15,1,0.616318,0.113828,0.82659
15,1,0.749625,0.409399,0.717126
15,1,0.908052,0.098988,0.322914
15,1,0.574632,0.197101,0.478169
15,1,0.557961,0.129311,0.579605
15,1,0.491245,0.037001,0.494846
15,-1,1.624649,0.618074,0.891544
15,-1,0.632947,0.941287,0.613429
15,1,0.491291,0.057303,0.789835
15,1,0.849719,0.814495,0.534642
15,1,1.166389,0.786434,0.62319
15,1,0.682977,0.981463,0.601889
15,-1,0.51625,0.712848,0.192717
15,-1,0.450077,0.569434,0
15,1,0.399602,0.386501,0.867851
15,-1,0.274498,0.397222,0.00356
15,1,0.332659,0.975769,0.618802
15,-1,0.357935,0.392293,0.293848
16,1,6.650504,0.887302,0.78909
16,-1,4.550116,0.293242,0.094866
16,-1,1.241345,0.600265,0.10011
16,-1,0.916806,0.410863,0
16,1,2.074696,0.507457,0.703446
16,-1,0.667168,0.710046,0.166897
16,1,0.741351,0,0.617732
16,1,1.591239,0.406733,0.616812
16,-1,0.499608,0.922897,0.100914
16,-1,1.133541,0.333729,0
16,1,1.916557,0.409481,0.687753
16,1,0.691315,0,0.929629
16,-1,0.491274,0.497902,0.416928
16,-1,1.016759,0.693806,0.391557
16,1,1.774631,0.91098,1
16,-1,0.457939,0.954856,0.403134
16,-1,0.641278,0.730464,0.361828
16,-1,0.499619,0.893719,0.030923
16,-1,2.200318,0.77813,0.703414
16,1,0.599591,0.288594,0.905736
16,1,0.433396,0.211287,0.376187
16,1,1.099712,0.248158,0.379899
16,-1,0.432949,0.963413,0.295441
16,-1,1.566859,0.511056,0.396791
16,1,0.449571,0.572157,1
16,1,1.583601,0.120365,0.189693
16,1,0.541263,0.324384,0.392542
16,-1,0.482957,0.596623,0.331691
16,-1,1.70794,0.616891,0.455899
16,-1,1.09972,0.951699,0.496177
16,-1,0.433417,1,0
16,-1,0.433387,0.813718,0.295234
16,-1,1.69965,0.974411,0.711029
16,-1,0.866347,0.404277,0.208862
16,1,0.550088,0.207918,0.315246
16,-1,0.441145,0.715638,0.025817
16,1,1.424572,0.614249,0.976462
16,1,1.616477,0.745682,0.892993
16,1,1.666764,0.388782,0.922826
16,-1,0.582931,1,0.389573
16,1,1.249467,0.810774,0.915241
16,-1,1.441406,0.279586,0.219934
16,-1,0.63312,0.932748,0.322009
16,-1,0.582934,0.793211,0.392135
16,1,1.533098,0.698852,1
16,1,0.583464,0.08058,0.314079
16,1,1.441439,0.513913,0.912422
16,1,0.466066,0.791946,0.698361
16,-1,0.491256,0.994223,0.283791
16,-1,0.97466,0.64364,0.181842
16,1,1.450231,0.127912,0.186188
16,1,1.266896,0.016899,0.208139
16,1,0.441257,0.493167,0.615564
16,1,0.457934,0.150238,0.601781
16,-1,1.108021,0.796528,0.539611
16,1,0.882898,0.20774,0.657204
16,1,0.599652,0.276291,0.996215
16,-1,0.8501,0.245176,0.078224
16,-1,0.566266,0.872625,0.292171
16,-1,0.799638,0.364994,0.286288
16,-1,0.532979,0.769733,0.095896
16,-1,0.366248,0.736004,0
16,-1,0.841311,0.876345,0.500626
16,-1,0.383333,0.917833,0.184447
16,1,0.924474,0.802281,1
16,1,0.674593,0,0.887845
16,1,0.474605,0.254099,0.59413
16,-1,0.48291,0.998049,0.243397
16,-1,1.29956,0.721323,0.605691
16,1,0.391207,0.024474,0.597367
16,1,0.483402,0.123083,0.58483
16,-1,0.374594,1,0.182197
16,-1,0.482941,0.764277,0.301151
16,1,1.416458,0.415234,0.599672
16,1,2.300856,0.013961,0.443691
16,1,0.349527,0.47994,1
16,1,0.350035,0.034056,0.315417
16,-1,1.191402,0.930648,0.609447
16,1,0.407899,0.102492,0.518749
16,1,0.883003,0.573491,0.527416
16,1,1.283543,0.419103,0.882515
16,1,0.507952,0.19159,0.724578
16,1,0.574596,0.282344,0.388444
16,1,0.349566,0.798058,0.999567
16,-1,0.541281,0.491539,0.066323
16,-1,1.41689,0.128396,0.006692
16,1,0.424539,0.493368,0.778863
16,-1,0.541261,0.495073,0.021625
16,-1,0.841336,0.301687,0.181813
16,1,0.416803,0,0.79531
16,-1,1.141177,0.685106,0.502566
16,-1,0.433306,0.501596,0.117725
16,1,0.816318,0.500041,0.825952
16,1,0.566746,0.385939,0.782547
16,1,0.549607,0.690018,0.636164
16,1,0.332837,0.307628,0.701834
16,1,1.207885,0.629921,0.883579
16,1,0.566256,0.017278,0.486338
16,-1,0.583466,0.098022,0
16,-1,0.474639,0.819474,0.088776
16,1,0.291209,0.026283,0.777498
16,1,0.350046,0.187629,0.905417
16,-1,0.457945,0.394736,0.092954
16,1,0.374591,0.31968,0.119826
16,1,0.374658,0.07393,1
16,-1,0.791319,0.707806,0.492092
16,-1,0.3329,1,0.087612
16,1,0.466228,0.303051,0.481108
16,1,2.391406,0.113868,0.873944
16,1,0.466243,0.124284,0.727567
16,1,0.516272,0.599699,0.81313
16,-1,1.349562,0.960627,0.888377
16,-1,0.417236,0.299568,0
16,1,0.282936,0.002854,1
16,1,0.316249,0.148316,0.76951
16,-1,0.799668,0.975161,0.699614
16,1,0.582922,0.406483,0.980596
16,1,0.607796,0.032108,0.601736
16,1,0.366693,0.288199,0.784396
16,1,0.499968,0.321406,0.599361
16,1,0.749644,0.614123,0.79225
16,1,0.307878,0.131051,0.894801
16,-1,0.966794,0.479605,0.395287
16,1,0.391046,0.105294,0.993646
16,1,0.82465,0.515123,0.899034
16,-1,0.507962,0.489655,0.296235
16,1,0.350061,0.470145,0.304962
16,1,0.39956,0,0.683078
16,-1,0.399945,0.59105,0.110218
16,-1,0.399564,0.825372,0.210242
16,1,0.324552,0,0.768783
16,-1,0.449599,0.899337,0.805603
16,1,0.482948,0.087303,0.693829
16,-1,0.499582,0.504302,0.185056
16,1,0.666309,0.272283,0.692126
16,-1,0.382888,0.790431,0.188075
16,-1,0.391265,1,0.227219
16,-1,0.350071,0.394426,0.09069
16,1,0.49935,0.721399,0.803841
16,-1,0.366178,0.526424,0.178716
16,-1,0.449938,0.083196,0.018209
16,1,0.557925,0.580209,0.797084
16,1,0.274782,0.59315,0.891238
16,-1,0.474555,0.491704,0.188204
16,1,0.374549,0.170265,0.617742
16,1,0.324536,0.684374,0.914881
16,1,1.716305,0.692258,0.892014
16,1,0.69132,0.40529,0.81589
16,-1,0.982985,0.807828,0.992033
16,-1,0.566754,0.189574,0.006473
16,1,0.733409,0.925624,1
16,-1,0.574626,0.376845,0
16,-1,0.441231,0.509124,0.026009
16,1,0.516836,0.107616,0.380278
16,1,0.46627,0.115688,0.691979
16,1,1.016321,0.498445,1
16,-1,0.366171,1,0
16,-1,0.350107,0.203587,0.01037
16,-1,0.466266,1,0.566047
16,-1,0.566285,0.595456,0.418983
16,1,0.632978,0.262446,0.699759
16,1,0.382922,0.40814,0.909264
16,-1,0.399592,0.814653,0.210252
16,1,0.299547,0.666736,0.600957
16,1,0.299543,0.167738,0.930943
