nObserver,ch,RT,splitL,splitR
41,1,1.396056,0.307653,0.601871
41,-1,1.176064,0.897067,0.288807
41,1,2.351121,0.317794,0.490224
41,-1,1.237607,0.373281,0.014812
41,-1,1.896662,0.798157,0.578516
41,-1,1.063252,0.490486,0
41,-1,1.648875,0.265644,0.187495
41,1,1.543737,0.50219,0.888041
41,1,1.358367,0.083214,0.298763
41,-1,1.519796,0.711357,0.185055
41,-1,0.794958,0.583051,0.032096
41,1,1.115486,0.328809,0.80657
41,-1,0.767243,0.170767,0.014182
41,1,0.564608,0.366833,0.902345
41,1,1.355439,0.104994,0.196258
41,1,1.112195,0.701813,0.81268
41,1,0.653187,0.193988,0.623713
41,1,1.169035,0.217479,0.897522
41,1,1.633925,0.603152,0.984203
41,-1,2.035993,0.6924,0.393401
41,1,2.92606,0.29575,0.39286
41,-1,1.436502,0.490052,0.377819
41,1,1.921614,0.416317,0.810002
41,-1,1.760404,0.921287,0.602162
41,-1,2.199792,0.944138,0.704365
41,1,1.468179,0.102922,0.410316
41,1,1.652442,0.204921,0.832459
41,1,2.502364,0.194447,1
41,1,2.155161,0.12957,0.49034
41,-1,1.883227,0.996283,0.912917
41,-1,1.961185,0.799851,0.498815
41,1,1.241441,0.090827,0.894159
41,-1,1.054782,0.886921,0.001849
41,1,1.234099,0.02765,0.812752
41,1,2.290574,0.186648,0.404403
41,-1,0.688594,0.971944,0.428938
41,1,1.061497,0.204006,0.533312
41,-1,0.986023,0.803275,0.085859
41,-1,3.088573,0.573747,0.507941
41,-1,1.172169,0.982337,0.488921
41,-1,1.296121,1,0.018439
41,-1,0.747765,0.713813,0
41,-1,3.526263,0.889699,0.81286
41,1,1.152324,0.130367,0.708617
41,-1,0.849922,0.589681,0.376968
41,1,2.414997,0.50917,0.695632
41,1,1.325494,0.702288,0.988028
41,1,1.316017,0.01103,0.326598
41,-1,1.769285,0.580411,0.09278
41,1,1.464525,0.799981,1
41,-1,5.164729,0.705486,0.277784
42,1,1.64409,0.431383,0.58802
42,-1,0.880885,0.418709,0.659181
42,-1,1.319435,0.61489,1
42,-1,0.599367,0.995386,0.708346
42,1,0.878932,1,0.501836
42,-1,1.185788,0.601974,0.866591
42,1,0.692443,0.031645,0.822164
42,1,1.183899,0.90834,0.510758
42,-1,0.6384,0.979695,0.096236
42,1,0.920409,0.358017,0.494796
42,1,1.129562,0.199931,0.974073
42,-1,0.586726,1,0.407335
42,-1,1.181261,0.312541,1
42,-1,1.04512,0.39449,0.014563
42,-1,0.635997,0.703929,0.088936
42,-1,0.936661,0.899754,0.994323
42,-1,0.998055,0.614577,0.094969
42,-1,0.79567,0.333345,0.070154
42,-1,1.439192,0.366559,0.294104
42,1,1.470114,0.043022,0.502793
42,-1,1.158325,0.979248,0
42,-1,0.823517,0.783733,0.999808
42,-1,1.158501,0.631797,0.680772
42,1,0.659601,0.036682,0.736964
42,1,0.568016,0.196711,0.905017
42,-1,1.387019,0.794387,0.680635
42,-1,1.077327,0.505291,0.224923
42,-1,2.014879,0.182172,0.028198
42,1,0.577117,0.080958,0.491551
42,-1,1.298117,0.732418,0.308678
42,-1,0.874441,0.737008,0.885279
42,-1,0.533112,0.580317,0.215307
42,1,0.821091,0.114115,0.216235
42,1,0.644634,0.315391,0.609742
42,-1,0.886064,0.28794,0
42,1,1.307424,0.871583,0.398735
42,-1,0.426732,0.894184,0.073048
42,-1,0.431052,0.437693,0.105683
42,1,0.87037,0,0.930649
42,1,0.988954,0.890925,0.807696
42,1,0.625918,0.278034,0.876685
42,1,1.241626,0.798727,0.391787
42,-1,0.523758,0.735693,0.231617
42,-1,0.702327,0.486802,0.321139
42,-1,1.046764,0.496145,0.700249
42,-1,1.392191,0.473021,0.788582
42,1,0.560431,0.007065,0.57112
42,-1,0.868036,0.601175,0.770081
42,-1,1.126312,0.829453,0.323951
42,-1,0.625543,0.792473,0.213479
42,-1,0.731692,0.287488,0.169067
42,1,0.46304,0.11299,0.788931
42,1,1.233331,0.506554,0.571723
42,1,0.696446,0.176616,0.408142
42,1,1.293892,0.018214,0.09839
43,-1,1.218899,0.694866,0.212112
43,-1,0.85793,0.602206,0.91423
43,1,2.483636,0.21371,0.616513
43,1,1.992262,0.407571,0.519618
43,-1,2.078208,0.512308,0.582814
43,-1,3.459116,0.803002,0.131642
43,-1,2.745344,0.305891,0.064812
43,-1,1.042088,0.339975,1
43,1,6.154528,0.41353,0.692622
43,1,1.874259,0.78212,0.593437
43,-1,3.774363,0.28651,0.902123
43,1,1.177851,0.988786,0.492156
43,-1,3.841118,0.495953,0.686972
43,-1,3.289896,0.597803,0.355542
43,1,2.781942,0.694665,0.628897
43,-1,0.871297,0.379011,0.083184
43,1,1.31298,0.939453,0.81727
43,-1,1.606938,0.428274,0.809071
43,-1,1.922451,0.476184,0.122878
43,-1,1.340452,0.477786,0.834737
43,1,1.762736,0.231519,0.411008
43,1,1.346436,0.173219,0.267263
43,1,1.663596,0,0.580946
43,1,1.229532,0.863569,0.718489
43,1,2.410281,0,0.374156
43,1,1.428362,0.894117,0.42013
43,-1,3.402279,0.630648,0.305169
43,1,1.156309,0.287022,0.38999
43,-1,1.013158,0.810101,0.686474
43,1,0.916976,0.994157,0.570539
43,1,1.543544,0.112398,0.212324
43,-1,2.18594,0.521379,0.028958
43,1,4.701412,0.100608,0.922924
43,-1,2.831747,0.680182,0.120275
43,1,0.813793,0.995038,0.907151
43,-1,0.702518,0.310654,0.031549
43,1,3.125785,0.198207,0.802167
43,-1,0.984323,0.794699,1
43,-1,1.601476,0.678486,0.294638
43,1,1.045979,0.221505,0.507108
43,-1,0.913438,0.201853,0.964547
43,-1,0.890145,0.613738,0.092439
43,1,2.814974,0,0.087404
43,-1,1.546486,0.116213,1
43,-1,1.554513,1,0
43,1,1.075438,0.997779,0.402683
43,1,1.550604,0,0.94579
43,1,1.097642,0.021506,0.765586
43,1,1.005935,0.017631,0.202426
43,1,1.047844,0.319734,0.483109
43,1,1.815446,0,0.720666
43,-1,0.718687,0.501021,0.894237
43,-1,0.590653,0.70159,0.986795
43,-1,3.029447,0.286711,0.802634
43,1,2.704646,0.912715,0.183021
44,-1,1.179537,0.398046,0.301588
44,1,0.657667,0.01025,0.87939
44,1,0.710766,0.277787,0.690248
44,1,0.602978,0.389519,0.790467
44,1,0.60166,0.227471,0.573638
44,-1,0.648359,1,0.727831
44,-1,0.737637,0.213,0.119952
44,1,0.60429,0.109499,0.59442
44,-1,0.830019,0.632577,0.671769
44,-1,0.524518,0.989457,0.224894
44,-1,0.696064,0.803152,0.229378
44,1,0.54491,0.326612,0.586208
44,-1,0.585342,0.12472,0.018755
44,1,0.427676,0,0.817278
44,1,0.462945,0.09151,0.714396
44,1,0.428712,0,0.309018
44,1,0.484985,0,0.968297
44,-1,0.483251,0.779556,0.299532
44,-1,0.441492,0.989575,0.496588
44,-1,0.524676,0.54389,0.606924
44,1,0.526661,0.383537,1
44,-1,0.565152,0.507065,0.006051
44,-1,0.483045,0.975849,0.613846
44,1,0.946519,0.703736,0.86959
44,-1,0.622589,0.235408,0
44,-1,0.486037,0.859632,0.114355
44,1,0.654661,0.16533,0.488211
44,1,3.687577,0.260446,1
44,-1,0.564288,1,0.083849
44,1,0.57416,0.002512,0.390109
44,-1,0.80237,0.700653,0.49106
44,-1,0.624807,0.43091,0.204297
44,1,0.767934,0.091824,0.273691
44,-1,0.619501,0.484112,0.095446
44,1,0.60101,0.100567,0.802604
44,-1,0.555235,0.886052,0.400599
44,1,0.606247,0.190908,0.870841
44,1,0.684167,0.78939,0.994645
44,-1,0.478668,0.70211,0.00658
44,-1,0.562095,0.482982,0.314114
44,-1,0.547935,0.594106,0.38485
44,1,0.705868,0.515395,0.898251
44,1,0.862848,0.398447,0.536665
44,1,0.754725,0.885639,0.993818
44,1,0.849192,0.42933,0.706395
44,-1,0.887101,0.302706,0.216607
44,1,0.936472,0.611173,0.912325
44,1,0.775148,0.039139,0.612351
44,1,0.979547,0.576513,0.794075
44,-1,0.896622,0.919694,0.332291
44,-1,1.541915,0.730498,0.168786
44,-1,0.891529,0.808488,0.465088
44,1,0.954784,0.803363,0.901404
44,-1,0.850471,0.824416,0.709668
44,1,0.977345,0.089425,0.394221
45,1,2.632522,0.60832,0.908379
45,1,0.934288,0.270749,0.812116
45,-1,1.546001,0.634703,0.42156
45,1,0.63771,0.21598,0.981337
45,1,0.570769,0.098269,0.817188
45,-1,0.51145,0.792399,0.438521
45,1,0.715874,0,0.979139
45,1,0.521129,0.107235,0.579852
45,-1,0.535726,0.928068,0.735552
45,-1,0.422054,0.916174,0.296297
45,1,0.548071,0.212162,0.887398
45,1,0.489642,0.088057,0.70242
45,-1,0.456414,0.723339,0
45,1,1.408743,0.147574,0.240485
45,-1,0.587979,0.470346,0.191761
45,-1,0.5322,1,0.10234
45,1,0.502644,0.186797,0.792963
45,1,1.640272,0.781489,0.911246
45,-1,0.521865,0.991363,0.312838
45,-1,0.850082,0.403645,0.115731
45,-1,1.794425,0.687111,0.61381
45,-1,0.704156,0.211568,0.007074
45,1,1.466643,0.304282,0.66478
45,-1,0.785755,0.282252,0.216622
45,1,1.412262,0.643512,0.812896
45,1,0.649822,0,0.793442
45,1,1.051666,0,0.300965
45,1,0.645269,0.06275,0.48203
45,-1,1.098905,1,0.590297
45,1,0.852267,0.505873,0.706617
45,-1,0.536617,0.592983,0.288046
45,-1,0.962168,0.704554,0.423685
45,-1,0.855496,0.090743,0.001537
45,-1,0.901485,0.987337,0.707485
45,-1,1.408627,0.784997,0.691743
45,1,0.654303,0.017609,0.89883
45,-1,1.374917,0.629069,0.528941
45,1,0.539925,0,0.574008
45,1,1.916339,0.331681,0.513926
45,1,0.872829,0.901688,0.984377
45,1,0.950948,0.190533,0.407251
45,-1,0.636894,0.694883,0.193149
45,1,0.766811,0.213021,0.610265
45,1,0.691218,0.825033,0.992874
45,-1,0.53255,1,0.516663
45,1,0.622466,0.370505,0.936123
45,1,1.43688,0.278944,0.434334
45,-1,1.149507,0.817727,0.522209
45,1,0.685108,0.490284,0.941221
45,1,1.186343,0.389921,0.499547
45,-1,0.587404,0.40991,0
45,1,0.496785,0.020681,0.473299
45,-1,0.425716,0.909312,0.073102
45,-1,0.505111,0.986752,0.389761
45,-1,0.602885,0.296579,0.0826
46,-1,0.975205,0.505644,0.408866
46,1,11.465787,0.424274,0.918983
46,1,1.681875,0.111884,0.69426
46,-1,1.497106,0.393985,0.309324
46,-1,1.030717,0.709852,0
46,-1,1.28355,0.689631,0.280051
46,1,0.93315,0,0.387395
46,-1,1.970858,0.881085,0.27881
46,1,1.15319,0.908807,0.587674
46,1,1.019617,0.91937,0.497126
46,1,1.214299,0.017509,0.062001
46,-1,1.184161,0.493916,0.801705
46,-1,1.221331,0.832203,0.168961
46,-1,0.950348,0.483428,0
46,-1,1.526255,0.786879,0.904472
46,-1,1.302366,0.889006,0.170768
46,1,1.08243,1,0.517151
46,-1,0.902667,0.768647,0
46,1,1.160577,0.0068,1
46,-1,2.212158,0.998745,0.077846
46,-1,1.423849,0.481884,0.700101
46,-1,1.410881,0.689764,0.817447
46,-1,0.888797,0.818795,0.098421
46,1,0.916579,0.226918,0.701728
46,-1,0.911712,0.467202,0.201781
46,1,1.530508,0.133448,0.902993
46,-1,1.172786,0.591799,0.796071
46,1,0.951128,0,0.204313
46,-1,0.593907,0.287009,0
46,1,0.518002,0,0.601489
46,-1,0.549136,0.254151,0.084055
46,-1,1.424037,0.585912,0.661339
46,-1,0.860539,0.599885,1
46,1,1.056403,0.211875,0.323887
46,1,1.27224,0.781252,0.414813
46,-1,1.326113,0.60697,0.454217
46,-1,1.193289,0.278797,0.998271
46,1,0.645393,0.112964,0.612304
46,-1,6.607072,0.379601,0.97603
46,1,0.798208,0.107513,0.509224
46,-1,2.056323,1,0.2021
46,1,1.450628,0.213726,0.419456
46,-1,0.803658,0.210022,0.135782
46,-1,1.43355,0.901298,0.994731
46,1,0.953047,0.106106,0.429596
46,1,0.679656,0.925616,0.677199
46,-1,0.988405,0.578665,0.183829
46,1,0.79305,0.385991,0.609503
46,-1,1.680388,0.848083,0.332948
46,-1,0.960529,0.691103,0.984663
46,-1,0.639889,0.595141,0.295745
46,-1,0.701865,0.776771,0.964644
46,-1,0.692916,0.520673,0.306664
46,1,2.599444,0.7394,0.415756
46,1,1.030062,0,0.88088
