nObserver,ch,RT,duration1,duration2,accuracy
40,1,3.827829,1.25,1.75,1
40,-1,4.079631,1.25,0.75,1
40,-1,3.649271,1,0.75,1
40,-1,2.668954,1,0.25,1
40,1,6.111104,2.25,3,1
41,1,2.747691,0.25,0.75,1
41,1,2.130122,0.25,0.5,1
41,1,5.607176,1.75,2.5,1
41,1,3.163412,0.75,1,1
41,1,4.357362,1.25,1.75,1
41,-1,5.714168,2,1.75,1
41,1,7.437292,3,2.25,0
41,1,3.091935,0.25,1,1
41,1,5.970254,1.5,1.25,0
41,1,5.657196,1.75,2.25,1
41,1,3.129536,0.75,1.5,1
41,1,3.846409,0.75,1.25,1
41,1,4.293853,1.25,2,1
41,1,7.614136,2.25,2.75,1
41,1,5.971753,2.25,2.5,1
41,1,6.073067,1,0.25,0
41,1,4.723574,1.75,2,1
41,1,5.337469,1.75,2.5,1
41,-1,3.570759,1.25,0.75,1
41,1,4.535075,1.25,1.5,1
41,1,6.088157,2.25,3,1
41,-1,2.2247,0.5,0.25,1
41,-1,7.368512,2.75,2.25,1
41,1,2.281448,0.25,0.75,1
41,1,4.892431,1.25,2,1
41,-1,4.442282,1.5,0.75,1
41,1,5.965013,2.25,2.5,1
41,1,5.118097,0.75,1,1
41,1,4.43128,1.75,1.25,0
41,1,5.24588,1.75,2.25,1
41,1,4.146817,1.25,2,1
41,-1,3.380848,1,0.25,1
41,1,4.655038,1,0.75,0
41,-1,5.796996,1.75,1.25,1
41,-1,4.221388,1.25,0.75,1
41,1,6.140312,2,1.75,0
41,1,6.158205,2.25,2.5,1
41,1,6.355437,2.25,3,1
41,1,3.766132,0.75,1.5,1
41,1,5.247581,1.75,2.25,1
41,1,2.343742,0.25,0.5,1
41,-1,4.397971,1.5,1.25,1
41,-1,6.42776,2.5,1.75,1
41,-1,2.92425,0.75,0.25,1
41,1,6.525346,2.25,2.75,1
41,-1,8.232602,2.25,1.75,1
41,-1,10.354675,2,1.75,1
41,-1,3.151153,1,0.25,1
41,1,7.907744,2.25,3,1
41,-1,3.910657,1.25,0.75,1
41,-1,2.87479,0.5,0.25,1
41,-1,4.005627,1.5,0.75,1
41,-1,13.566951,2.5,1.75,1
41,1,6.281931,2.25,2.5,1
41,-1,10.599007,1.75,1.25,1
41,-1,3.598713,1,0.75,1
41,-1,4.569859,1.5,1.25,1
41,-1,9.479268,2.75,2.25,1
41,1,2.39895,0.25,0.75,1
41,1,5.037781,2,1.25,0
41,1,6.600847,1.75,2,1
41,1,2.097967,0.25,0.5,1
41,1,2.287532,0.25,1,1
41,-1,8.206207,1.25,1.75,0
41,1,4.263612,1.5,1.25,0
41,1,3.276063,0.75,1.5,1
41,1,5.323899,1.75,2.5,1
41,-1,7.060344,3,2.25,1
41,-1,3.928906,1.25,0.75,1
41,-1,2.869234,1,0.75,1
41,1,11.130285,2.5,2.25,0
41,1,6.108319,2.25,2.75,1
41,-1,2.684,0.75,0.25,1
41,-1,5.63194,2.25,1.75,1
41,-1,5.217667,2,1.25,1
41,-1,5.577732,2.5,1.75,1
41,-1,9.6522,1.5,1.25,1
41,1,13.161908,0.75,0.25,0
41,1,6.482197,0.25,0.5,1
41,-1,8.098799,3,2.25,1
41,1,4.986946,1.25,2,1
41,-1,4.10193,1,0.75,1
41,1,3.986046,0.75,1.25,1
41,-1,4.273562,1.5,0.75,1
41,-1,6.031222,2,1.75,1
41,-1,5.191617,2.25,1.75,1
41,-1,3.13644,1,0.25,1
41,-1,6.638875,2.5,2.25,1
41,1,5.165954,1.25,1.75,1
41,1,6.699793,2.25,2.75,1
42,-1,4.432595,1.25,1.5,0
42,1,3.046263,0.75,1.25,1
42,-1,2.568539,1,0.25,1
42,1,1.959739,0.25,0.5,1
42,1,2.715411,0.75,1,1
42,1,4.593128,2,1.25,0
42,-1,5.833513,2,1.75,1
42,1,6.530801,2.25,2.75,1
42,-1,4.319081,1.75,1.25,1
42,1,5.294988,1.75,2.5,1
42,1,1.943558,0.25,0.75,1
42,1,6.309132,2.25,3,1
42,1,6.311294,2.25,2.5,1
42,1,4.877874,1.75,2.25,1
42,-1,3.241386,1.5,0.75,1
42,1,5.769753,2.25,2.5,1
42,-1,5.265147,1.75,2,0
42,1,5.501543,2.25,1.75,0
42,-1,7.180898,3,2.25,1
42,1,4.125108,1.25,2,1
42,-1,2.899237,1,0.75,1
42,-1,2.028755,0.75,0.25,1
42,1,1.784501,0.25,0.5,1
42,-1,3.12985,1.25,0.75,1
42,1,6.102703,2.75,2.25,0
42,-1,5.414428,2.5,1.75,1
42,1,3.055359,0.75,1.5,1
42,1,4.01098,1.25,1.75,1
42,-1,5.003659,1.5,1.25,1
42,1,2.109,0.25,1,1
42,1,3.784002,1.5,1.25,0
42,-1,7.602417,2.75,2.25,1
42,-1,5.125507,1,0.75,1
42,1,6.319203,2.25,3,1
42,1,1.99661,0.25,0.75,1
42,1,5.412885,2.5,1.75,0
42,1,4.819718,1.75,2.25,1
42,-1,3.593464,0.25,0.5,0
42,-1,3.873094,1.5,0.75,1
42,1,4.091245,1.25,2,1
42,1,4.635366,2,1.75,0
42,1,4.038998,1.25,1.75,1
42,-1,5.976819,2.5,2.25,1
42,1,2.173035,0.25,1,1
42,-1,3.449796,1.25,0.75,1
42,-1,5.453668,2.25,1.75,1
42,-1,3.338636,1.5,0.75,1
42,-1,2.142873,0.75,0.25,1
42,1,2.048881,0.25,1,1
42,-1,4.414767,2,1.25,1
42,1,4.587234,1.75,2,1
42,1,3.744342,1,0.75,0
42,-1,5.436429,2.5,1.75,1
42,1,5.937788,2.25,2.75,1
42,-1,6.728093,3,2.25,1
42,-1,2.386672,0.5,0.25,1
42,1,4.925541,1.25,1.75,1
42,1,3.590401,1.25,1.5,1
42,1,3.044955,0.75,1.25,1
42,1,8.806588,2.5,2.25,0
42,1,4.772887,1.75,2.25,1
42,-1,3.156415,1.5,0.75,1
42,-1,1.931459,0.5,0.25,1
42,-1,2.833062,1,0.75,1
42,1,3.810709,1.25,1.75,1
42,1,7.031524,2.25,3,1
42,1,1.82305,0.25,0.75,1
42,-1,5.934892,2.75,2.25,1
42,1,5.594192,2.5,2.25,0
42,-1,2.288156,1,0.25,1
42,1,3.554171,1.5,1.25,0
42,1,4.082333,1.25,2,1
42,-1,5.914261,2.5,1.75,1
42,-1,3.16189,1.25,0.75,1
42,1,4.863608,2,1.75,0
42,1,2.5608,0.75,1,1
42,1,5.162778,1.5,1.25,0
42,1,4.857231,2.25,1.75,0
42,-1,2.157626,1,0.25,1
42,-1,1.686631,0.5,0.25,1
42,1,5.822161,2.25,2.75,1
42,1,3.797556,1.25,1.75,1
42,-1,4.448023,2,1.25,1
42,-1,2.06067,0.75,0.25,1
42,-1,3.18749,1.5,0.75,1
42,-1,6.410367,3,2.25,1
42,1,5.615047,2.5,2.25,0
42,-1,5.193299,2,1.75,1
42,1,5.034791,1.75,2.5,1
42,1,2.879296,0.75,1.25,1
43,1,3.325711,0.75,1.25,1
43,-1,5.74422,1.5,1.25,1
43,1,2.000167,0.25,0.75,1
43,-1,4.016562,1,0.75,1
43,-1,4.12223,1.5,0.75,1
43,-1,5.610244,2.5,1.75,1
43,-1,5.198001,2,1.75,1
43,1,6.216681,2.25,3,1
43,-1,5.105292,1.75,1.25,1
43,-1,7.133639,2.75,2.25,1
43,1,8.613011,2.25,2.5,1
43,1,1.933862,0.25,0.5,1
43,1,2.28485,0.25,1,1
43,-1,6.761552,2.25,1.75,1
43,1,4.337989,1.25,2,1
43,-1,4.168858,1,0.75,1
43,-1,7.556957,2,1.75,1
43,-1,3.21575,0.75,0.25,1
43,1,4.207529,1.25,1.5,1
43,-1,2.845814,1,0.25,1
43,1,5.0563,1.75,2.25,1
43,1,3.681028,0.75,1.5,1
43,-1,2.246765,0.5,0.25,1
43,-1,5.666068,2.5,1.75,1
43,-1,4.079997,1.25,0.75,1
43,1,4.087896,1.25,2,1
43,-1,6.826783,2.5,2.25,1
43,-1,6.603326,3,2.25,1
43,-1,4.612189,1.75,1.25,1
43,1,6.822031,2.25,2.75,1
43,1,3.210169,0.75,1.5,1
43,-1,5.703492,2.25,1.75,1
43,1,3.978785,1.25,1.75,1
43,1,2.11927,0.25,1,1
43,1,3.076831,0.75,1,1
43,-1,4.16791,0.75,1.25,0
43,1,5.799327,1.25,1.5,1
43,1,6.200216,2.25,3,1
43,1,6.621269,2.25,2.75,1
43,1,2.310035,0.25,0.5,1
43,-1,5.320651,2,1.75,1
43,-1,2.074401,0.75,0.25,1
43,-1,6.096774,2.5,1.75,1
43,-1,7.479649,2.25,2.5,0
43,1,4.1258,1.25,2,1
43,-1,6.766797,3,2.25,1
43,1,4.912361,1.25,2,1
43,-1,2.796238,0.5,0.25,1
43,-1,6.80102,2.75,2.25,1
43,-1,5.059275,1.25,0.75,1
43,1,1.824973,0.25,0.75,1
43,1,5.454824,0.75,1,1
43,1,5.862112,2.25,2.5,1
43,-1,5.487997,2.25,1.75,1
43,1,5.971834,1.5,1.25,0
43,1,3.324812,0.75,1.5,1
43,1,4.930928,1.25,1.75,1
43,1,5.428993,1.75,2.5,1
43,-1,2.613149,1,0.25,1
43,1,4.884992,1.75,2,1
43,1,5.453842,1.75,2,1
43,-1,8.240457,2.25,2.5,0
43,-1,4.150077,1.5,1.25,1
43,-1,6.69919,3,2.25,1
43,1,1.795201,0.25,0.5,1
43,-1,5.913081,2.5,1.75,1
43,-1,3.33172,1.25,0.75,1
43,-1,6.586162,2.75,2.25,1
43,-1,3.428214,1.5,0.75,1
43,1,2.18096,0.25,1,1
43,-1,4.800287,2,1.25,1
43,1,2.602428,0.25,0.75,1
43,1,3.378603,1,0.75,0
43,1,6.74747,1.75,2.25,1
43,1,5.579648,1.75,1.25,0
43,-1,8.925634,2.5,2.25,1
43,1,3.810398,0.75,1.25,1
43,-1,7.248638,2.25,1.75,1
43,-1,5.703131,1.5,1.25,1
43,1,5.869369,2.75,2.25,0
43,1,4.086962,1.25,2,1
43,1,1.588218,0.25,0.5,1
43,-1,4.279908,1.75,1.25,1
43,1,3.340607,0.75,1.5,1
43,1,1.997247,0.25,0.75,1
43,-1,5.0424,2,1.75,1
43,-1,7.313181,3,2.25,1
43,-1,5.627161,2.5,1.75,1
43,1,2.981504,0.75,1,1
43,1,2.065285,0.25,1,1
44,1,7.293426,2.25,2.5,1
44,-1,7.477774,1.25,1.75,0
44,1,4.146912,0.75,1.5,1
44,-1,7.709002,2.25,1.75,1
44,1,2.635095,0.25,0.75,1
44,1,6.843521,2.25,3,1
44,-1,7.973633,2.75,2.25,1
44,1,6.140531,1.75,2.5,1
44,1,3.224182,0.75,1,1
44,1,4.90167,1.25,1.5,1
44,1,2.613102,0.25,1,1
44,-1,5.722228,2,1.75,1
44,-1,2.655544,0.5,0.25,1
44,-1,5.795677,2,1.25,1
44,1,3.742338,0.75,1.25,1
44,-1,7.683178,3,2.25,1
44,-1,5.992537,2.25,1.75,1
44,-1,5.21138,2,1.25,1
44,-1,7.247857,2,1.75,1
44,-1,4.826083,1.5,1.25,1
44,1,3.421019,0.75,1.25,1
44,1,2.780165,0.25,0.5,1
44,1,2.408793,0.25,0.75,1
44,1,5.684395,1.75,2.5,1
44,-1,7.323035,2.5,2.25,1
44,1,2.725042,0.25,1,1
44,1,3.981175,0.75,1.5,1
44,1,6.595697,1.75,1.25,0
44,-1,6.426612,2.75,2.25,1
44,-1,4.017002,1,0.75,1
44,-1,3.262154,0.75,0.25,1
44,1,4.026616,0.75,1,1
44,-1,6.493744,2.5,1.75,1
44,1,6.699695,2.25,3,1
44,1,2.512995,0.25,1,1
44,-1,5.388491,2,1.25,1
44,-1,7.825777,2.5,2.25,1
44,-1,6.375212,2.25,1.75,1
44,1,2.592289,0.25,0.5,1
44,1,4.619299,1.75,1.25,0
44,1,3.280934,0.75,1.25,1
44,1,5.21267,1.75,2,1
44,1,6.358486,1.5,1.25,0
44,1,6.341496,2.75,2.25,0
44,-1,5.858543,1.5,0.75,1
44,1,3.520627,0.75,1.5,1
44,1,4.091152,1.25,1.75,1
44,-1,2.498652,0.75,0.25,1
44,-1,6.250562,2.5,1.75,1
44,1,5.877165,1,0.75,0
44,1,11.42008,2,1.75,0
44,-1,3.895584,1.25,0.75,1
44,1,6.006666,1.75,2.25,1
44,1,6.856216,2.25,2.75,1
44,1,6.251234,2.5,2.25,0
44,1,2.918287,0.25,1,1
44,1,5.897621,1.25,1.5,1
44,-1,5.615128,2,1.25,1
44,-1,2.32084,0.5,0.25,1
44,1,6.871979,3,2.25,0
44,-1,5.642786,2.25,1.75,1
44,1,2.328609,0.25,1,1
44,-1,10.418252,2.25,2.75,0
44,-1,5.816986,1.75,2,0
44,1,3.532915,0.75,1.5,1
44,1,1.953725,0.25,0.5,1
44,-1,3.767521,1.25,0.75,1
44,-1,5.460339,2.5,1.75,1
44,1,4.506891,1.25,2,1
44,-1,4.479917,1.75,1.25,1
44,-1,2.680813,0.75,0.25,1
44,1,6.592636,2.25,3,1
44,-1,3.078628,1,0.75,1
44,-1,6.055929,2.5,2.25,1
44,1,5.502623,1.25,1.5,1
44,1,5.488488,1.25,1.75,1
44,1,6.876861,2.25,3,1
44,1,3.497014,0.75,1.5,1
44,-1,6.189353,2.5,2.25,1
44,1,2.418267,0.25,1,1
44,-1,5.248856,2.25,1.75,1
44,1,4.63661,1.25,1.5,1
44,1,2.122785,0.25,0.5,1
44,1,4.304191,1.25,2,1
44,1,6.165096,2.25,2.75,1
44,-1,5.027999,0.75,1.25,0
44,-1,4.899893,2,1.75,1
44,-1,2.377054,0.75,0.25,1
44,1,5.400314,1.75,2.5,1
44,-1,3.501817,0.75,1,0
45,1,6.292686,2.25,2.75,1
45,-1,4.932367,2,1.25,1
45,1,3.121042,0.75,1.25,1
45,-1,7.119811,3,2.25,1
45,1,2.494164,0.25,0.5,1
45,-1,5.605745,2.25,1.75,1
45,1,5.831774,2.25,2.5,1
45,1,4.984559,1.75,2,1
45,-1,6.290913,1.75,1.25,1
45,1,5.386153,1.75,2.5,1
45,-1,3.189209,1,0.75,1
45,1,2.183835,0.25,1,1
45,-1,2.838518,0.75,0.25,1
45,1,3.962422,1.25,1.5,1
45,1,3.270308,0.75,1.5,1
45,-1,2.278629,0.5,0.25,1
45,1,4.078387,1.5,1.25,0
45,1,4.165799,0.75,1.5,1
45,-1,4.475985,2,1.25,1
45,1,6.613523,2.25,2.75,1
45,-1,5.887925,1.25,1.75,0
45,-1,6.996998,3,2.25,1
45,1,6.682543,2,1.75,0
45,1,6.286422,2.25,2.5,1
45,-1,3.178476,0.75,0.25,1
45,-1,2.640342,1,0.25,1
45,1,6.847532,1.25,0.75,0
45,1,2.886065,0.75,1,1
45,1,5.324563,1.75,2.5,1
45,-1,5.374736,2.25,1.75,1
45,1,6.317067,2.25,3,1
45,-1,5.439972,1.75,2,0
45,-1,2.237808,0.5,0.25,1
45,1,2.209811,0.25,1,1
45,1,6.151524,2.25,2.75,1
45,-1,4.521003,2,1.25,1
45,1,4.006817,1.25,1.5,1
45,1,5.785951,2.25,2.5,1
45,1,5.197905,1.75,2.5,1
45,-1,3.204957,0.75,0.25,1
45,1,3.996581,0.75,1.25,1
45,-1,6.145666,2.25,1.75,1
45,1,4.51646,0.75,1.5,1
45,1,2.82073,0.75,1,1
45,-1,4.286246,1.75,1.25,1
45,1,1.975113,0.25,0.75,1
45,1,3.426636,0.75,1.25,1
45,1,3.330353,0.25,0.5,1
45,-1,4.352944,2,1.25,1
45,1,4.140716,1.25,1.75,1
45,1,7.281528,2.25,2.5,1
45,-1,3.647257,1.5,0.75,1
45,-1,2.698719,1,0.25,1
45,-1,4.249582,1.5,1.25,1
45,-1,5.679777,2.5,1.75,1
45,-1,3.250535,1,0.75,1
45,1,5.075978,1.75,2,1
45,1,5.956862,2.25,2.75,1
45,1,5.053008,1.75,2.25,1
45,1,6.186839,3,2.25,0
45,-1,3.05804,1,0.75,1
45,1,6.328044,2.25,3,1
45,-1,7.600545,2.25,1.75,1
45,1,3.955478,1.25,1.75,1
45,1,4.966492,1.25,1.5,1
45,-1,2.564517,1,0.25,1
45,1,5.424811,1.75,2,1
45,1,2.081386,0.25,0.5,1
45,-1,4.948156,2,1.25,1
45,-1,5.834683,2.5,1.75,1
45,-1,6.576052,2.75,2.25,1
45,-1,2.320611,0.75,0.25,1
45,1,3.582845,0.75,1.5,1
45,1,3.188074,0.75,1.25,1
45,1,6.177042,2.25,2.5,1
45,-1,6.415408,3,2.25,1
45,-1,3.068002,1,0.25,1
45,1,3.800001,0.75,1.25,1
45,1,2.275132,0.25,0.5,1
45,1,5.565952,1.75,2.5,1
45,1,9.21785,2,1.75,0
45,1,4.173783,1.25,2,1
45,1,7.44987,1.75,1.25,0
45,1,3.776863,0.75,1.5,1
45,-1,5.25814,2.25,1.75,1
45,-1,4.241765,1.25,1.5,0
45,1,3.403808,1,0.75,0
45,1,6.235257,2.75,2.25,0
45,1,5.699524,2.25,2.5,1
45,-1,2.256267,0.75,0.25,1
46,-1,7.49431,1.25,1.5,0
46,1,5.076483,1.75,2.25,1
46,1,3.315266,0.75,1.5,1
46,1,2.633696,0.75,1,1
46,1,5.114314,1.75,2.5,1
46,-1,6.980978,3,2.25,1
46,1,6.335763,2.5,2.25,0
46,-1,2.704646,0.75,0.25,1
46,1,4.167255,1.25,2,1
46,1,2.344202,0.25,1,1
46,1,4.925715,1.75,2,1
46,-1,2.449212,0.5,0.25,1
46,1,3.943242,1.25,1.75,1
46,-1,3.554527,1.25,0.75,1
46,1,6.535791,2.75,2.25,0
46,-1,2.315743,0.5,0.25,1
46,-1,3.000012,1,0.25,1
46,1,1.947984,0.25,0.75,1
46,-1,4.993877,1.5,0.75,1
46,1,5.636407,1.75,2.5,1
46,1,4.191341,1.25,2,1
46,1,6.447313,2.25,2.75,1
46,-1,5.488006,1.75,2.25,0
46,-1,4.313404,1.75,1.25,1
46,1,5.79611,1.5,1.25,0
46,1,5.226669,1,0.75,0
46,1,4.981522,2,1.75,0
46,1,6.02588,2.25,2.5,1
46,-1,6.965874,3,2.25,1
46,-1,3.562364,1.25,0.75,1
46,-1,3.783305,1.5,0.75,1
46,1,1.980764,0.25,0.75,1
46,1,4.92356,1.75,2.25,1
46,1,3.816583,1.25,1.5,1
46,1,3.181057,0.75,1.25,1
46,-1,2.966037,1,0.25,1
46,-1,5.783045,2,1.25,1
46,-1,6.306271,2.5,1.75,1
46,-1,6.949387,2,1.75,1
46,1,2.144547,0.25,0.5,1
46,1,2.780299,0.75,1,1
46,1,6.765889,2.75,2.25,0
46,1,8.476117,1.75,1.25,0
46,1,6.319403,2.25,3,1
46,1,6.573107,2.25,2.5,1
46,-1,6.85051,2.5,1.75,1
46,1,6.118797,2.25,3,1
46,1,3.162982,0.75,1.5,1
46,1,1.824377,0.25,0.75,1
46,-1,6.0948,2.75,2.25,1
46,-1,5.978551,1.5,1.25,1
46,1,6.416449,2.25,2.5,1
46,1,3.055743,0.75,1.25,1
46,-1,6.236368,2,1.25,1
46,1,2.910982,0.75,1,1
46,1,3.081148,0.25,1,1
46,-1,2.374626,0.5,0.25,1
46,1,4.463616,1.25,1.75,1
46,1,5.674997,2,1.75,0
46,1,5.08307,1.75,2.25,1
46,1,3.151588,0.75,1.5,1
46,1,2.329027,0.25,0.5,1
46,1,4.063793,1.25,1.75,1
46,-1,2.514088,0.75,0.25,1
46,1,4.109138,1.25,2,1
46,1,4.889765,1.75,2.25,1
46,1,6.019252,2.25,2.5,1
46,-1,2.745864,1,0.25,1
46,-1,6.758009,2.75,2.25,1
46,-1,5.257639,1,0.75,1
46,-1,13.183243,1.75,2.5,0
46,1,2.857826,0.75,1.25,1
46,-1,6.396965,3,2.25,1
46,-1,7.231773,1.5,1.25,1
46,-1,5.689225,2,1.75,1
46,1,5.379687,1.75,2,1
46,-1,2.503279,0.75,0.25,1
46,-1,3.835984,1.5,0.75,1
46,1,5.059247,1.75,2.25,1
46,-1,5.308429,2.5,1.75,1
46,-1,7.97197,2.75,2.25,1
46,1,6.105741,2.25,3,1
46,-1,2.837879,1,0.25,1
46,1,6.399042,2.25,2.5,1
46,-1,4.414385,1,0.75,1
46,1,1.65166,0.25,0.5,1
46,-1,4.69319,2,1.25,1
46,1,6.812123,1.5,1.25,0
46,-1,4.700798,1.75,1.25,1
46,-1,3.713698,1.25,0.75,1
